FiberLength,WiringCost
0.9268063592875966,1.0
0.297931893575828,0.04492541416024576
0.8580006146150279,0.49828434703594005
0.9678295429157444,0.9480874163782042
0.960529063190974,0.8805571293355045
0.8502618303796488,0.6005048993450007
0.6704816625434838,0.2761682639438592
0.8068841980330369,0.6277028192735988
0.7890009287196926,0.4955354700475992
0.5418038135902002,0.20111799903767813
0.1630673809779081,0.012958883937384695
0.4962489831318718,0.1476404938749087
0.931441309081424,0.7208921185521229
0.7737852142786397,0.5557894323433198
0.9886096189563564,0.7162030489651646
0.7516888439879448,0.38505259652267426
0.6363528797995246,0.2619877380126613
0.7221815860040471,0.3044744826405412
0.4895273176214268,0.17283194918717973
0.4895811707253015,0.16684578168637362
0.6391698781891504,0.23101244407990487
0.6992298042463384,0.27990344800295575
0.456257595001718,0.11390476604063188
0.2584472129926223,0.031246754145120882
0.4742355965797934,0.10401381575886662
0.8529793119076894,0.35450085913959045
0.9341449832156054,0.5168909550835988
0.3603285812501317,0.05203786545074808
0.9347934614082258,0.5437390736842493
1.0000000000000002,0.6384963817055244
0.9039218993621496,0.5294310367637021
0.6502761777935173,0.405951571594679
0.8280361187765497,0.4074583583005193
0.685142125567042,0.34467340555399323
0.737134824445299,0.35840888860664444
0.7818439164570294,0.34957859617418063
0.7472361161461242,0.30864953983713433
0.6922831544340505,0.2759025367666841
0.8881506701260082,0.47559569020141923
0.6360337447081658,0.231077928626447
0.3178361296783367,0.05366217642963844
0.8838971751882293,0.5541380839541946
0.7359327097460368,0.27841100268584174
0.7857539314279722,0.352229302890069
0.9534104544513312,0.599366638977186
0.8577491716104182,0.4711736148106308
0.7852162235568348,0.42043161297075227
0.6687283138663562,0.28827571084010856
0.8423497607905334,0.4744960956406309
0.6729408824995988,0.3040551807180299
0.8332177408795131,0.5673579292604024
0.7602656828674204,0.4544737735436503
0.6558798284571203,0.3479154332108999
0.6892185453117258,0.3910161461310864
0.7868855524104946,0.4792532864103695
0.4402375561816847,0.10041003464468805
0.5250583500703929,0.2736289223078118
0.4944026324468774,0.36157431085758746
0.4273376203597115,0.23892101705776256
0.4074715302467284,0.07776030548517121
0.2959414683565801,0.22865233462305137
0.4860279786539639,0.14593917205138057
0.8164532002528226,0.327394683515988
0.346593484617823,0.15086857668578474
0.4220728450397071,0.23616733471544238
0.2248588999835412,0.03214206181597083
0.6284470215578755,0.1943056477217279
0.3264304631418699,0.05105081560747286
0.8052686431732299,0.5196383912996253
0.859924690740889,0.3908095554423194
0.6894007019753515,0.2535916124016073
0.7760800603811112,0.5532359767306613
0.4484486723029237,0.08643356780503147
0.592171732805551,0.1355095483079643
0.622962152156954,0.17295402248726477
0.6141309710727876,0.20366833269431123
0.7557924048471424,0.4536349777242959
0.5088791404434986,0.10355367934403353
0.0932896245008928,0.0024895515639932818
0.0,0.0
0.3567145343131976,0.04460848787551731
0.520998391145815,0.13466772740737332
0.4603578385357733,0.09176151342601871
0.4647658948640718,0.1076625256709019
0.6244319532306953,0.23571492516931564
0.5671758771702597,0.1853342177495182
0.7956060873345747,0.44189554154845734
0.5655447539856053,0.4143728382904236
0.7044263842652462,0.5319903370093544
0.6732161291212493,0.6106296719859451
0.656894012753341,0.42450381732875747
0.28969774081221,0.1258035033146384
0.359909165086318,0.29368616816517173
0.4010699796692272,0.17601141269148493
0.3011824095623048,0.07198423468244208
0.4477028035632361,0.12307492188461167
0.5237729856905238,0.13438366437900673
0.471561264602899,0.10574985296899031
0.3806082307391557,0.06905776336806893
0.3568670031901598,0.08725730234548833
0.1320385266756011,0.014006995796064643
0.0857741053672387,0.005800619390120594
0.3842867229604304,0.10117670190503944
0.1936341098652294,0.019641169879764657
0.271633324177399,0.04804322870049996
0.5054293266581938,0.35433874246092956
0.5019756908616823,0.1509895867608058
0.2786919833676179,0.025949521618480804
0.2869036681831139,0.06287618104045448
0.2755684787661884,0.3158305340104181
0.1728233715943691,0.014247258528335844
0.3880317508141283,0.22005947520246186
0.2168975830790697,0.0178299294985998
0.0630265850862971,0.0020627020372984426
0.0621250752961365,0.0021346079035800864
0.2546057850886365,0.04579550582277928
0.2090149438843604,0.0273749250375216
0.7095268126606474,0.47624137938039235
0.6920714795064894,0.5694060924347614
0.6889797466269083,0.6361343834034219
0.7609787966430761,0.5217459862733242
0.5792112840480506,0.5781817235700314
0.555565273552026,0.27916544518802955
0.5452866525568257,0.15422989946572394
0.640938082481494,0.21495340950160582
0.7801822563030347,0.5272349480741237
0.6646641668374275,0.3933434280470473
0.5612939982614955,0.19277077447977659
0.3276249186616367,0.047850627670889406
0.3104225216633239,0.038337343501370795
0.4897188955011954,0.6142523424637042
0.4587469127097566,0.1312706241809571
0.7100197062031366,0.2647359447340983
0.5268980739293999,0.23826756909484764
0.7458793748207584,0.42364095956345366
0.5700398499331487,0.1859734312315182
0.6634443051537776,0.22211359042541415
0.6749192636618301,0.24395309465263537
0.3364683716181031,0.042208546947193115
0.3580202671691767,0.06359719616858354
0.3273193549866464,0.06171348877317733
0.8306440840726738,0.46366851814659743
0.7817236419234703,0.4375756582504205
0.2356903427401011,0.03858169750427976
0.6619453307784869,0.3120374630258178
0.6633238589163301,0.31569993707962646
0.3869267003845733,0.11361444263617698
0.5767873255823521,0.19113410014047094
0.6247574967539096,0.22354656607892978
0.3918626797545791,0.08592813067595942
0.735717450715647,0.37633189868109246
0.8448263620292512,0.48356940346617655
0.6649471428985652,0.40617246051466255
0.5975874586671561,0.24821976056304965
0.6533554084273122,0.3927298668871073
0.5412692387756599,0.15388824839909565
0.4754686732731497,0.11770569709824094
0.6064364090123735,0.2793679167592311
0.5749466817025589,0.1972206017564121
0.5869771564953655,0.35296721635165684
0.8184781820743442,0.38349368589703386
0.7423838483219009,0.32957225383423777
0.7378037539987509,0.3493487923307123
0.2088570486971097,0.2037867872979734
0.2516176611181967,0.14323848218496674
0.1761286004964274,0.21920942001461344
0.5597028758079028,0.34737875201845364
0.0992320633436022,0.009956581463801083
0.1537524818405558,0.011134276303557298
0.7155322113241086,0.4562033768245675
0.6292591317107077,0.24178720861864308
0.6772685559181256,0.5546232600634627
0.3965323522875267,0.08469955745369714
0.3781429188512176,0.06995715428991059
0.6990318008943325,0.2551615626668653
0.438825424756144,0.11553094348876786
0.4087499265170031,0.07707421838880693
0.4980108842591375,0.21676620731993412
0.3784521822831129,0.08796207092955692
0.386780770960705,0.27906896462014547
0.9268063592875966,0.991991953676147
0.297931893575828,0.04886051446051881
0.8580006146150279,0.5058365200292634
0.9678295429157444,0.9500067499729354
0.960529063190974,0.8819678430032328
0.8502618303796488,0.5888528666325611
0.6704816625434838,0.2792272707094272
0.8068841980330369,0.6355782082380063
0.7890009287196926,0.49671091538931994
0.5418038135902002,0.20305248476005452
0.1630673809779081,0.014149218322652923
0.4962489831318718,0.15744818485198672
0.931441309081424,0.7305184630242045
0.7737852142786397,0.5528315848361343
0.9886096189563564,0.7001251646711297
0.7516888439879448,0.42860936828842583
0.6363528797995246,0.2740629026248164
0.7221815860040471,0.3136630739541203
0.4895273176214268,0.18136789111790103
0.4895811707253015,0.15668192430067215
0.6391698781891504,0.23614425489676136
0.6992298042463384,0.2809464454903477
0.456257595001718,0.11932717867830833
0.2584472129926223,0.033725457512288615
0.4742355965797934,0.10793339525577797
0.8529793119076894,0.3578960284131221
0.9341449832156054,0.5340421412789542
0.3603285812501317,0.051486686283021055
0.9347934614082258,0.5492377739488347
1.0000000000000002,0.6283548019605133
0.9039218993621496,0.5218115733683425
0.6502761777935173,0.37678808078766657
0.8280361187765497,0.4056100325910313
0.685142125567042,0.3286319010411814
0.737134824445299,0.3587955097318431
0.7818439164570294,0.3523217506805765
0.7472361161461242,0.32045101506482404
0.6922831544340505,0.28229498725562874
0.8881506701260082,0.46813341965434235
0.6360337447081658,0.24552097951428442
0.3178361296783367,0.0638227285471707
0.8838971751882293,0.5492386243026289
0.7359327097460368,0.2787094567679629
0.7857539314279722,0.3430200906379683
0.9534104544513312,0.6005176677005264
0.8577491716104182,0.46640095633278134
0.7852162235568348,0.40527564884622036
0.6687283138663562,0.28823236618080084
0.8423497607905334,0.45209665318169395
0.6729408824995988,0.2991453953834574
0.8332177408795131,0.5697602832810886
0.7602656828674204,0.4442365762714506
0.6558798284571203,0.34500467041715094
0.6892185453117258,0.383295953889185
0.7868855524104946,0.4651182544165745
0.4402375561816847,0.09942136701925461
0.5250583500703929,0.23691511714176428
0.4944026324468774,0.3619831223442379
0.4273376203597115,0.23219793268162242
0.4074715302467284,0.08059456580150123
0.2959414683565801,0.24580985788921964
0.4860279786539639,0.14328829525670922
0.8164532002528226,0.32115923679809566
0.346593484617823,0.16336567559681217
0.4220728450397071,0.2179079340107496
0.2248588999835412,0.04490340800555453
0.6284470215578755,0.1945203920915412
0.3264304631418699,0.04568267029286659
0.8052686431732299,0.5209769165694169
0.859924690740889,0.3711213736979913
0.6894007019753515,0.2532607065270066
0.7760800603811112,0.5613696946943645
0.4484486723029237,0.09062738609398699
0.592171732805551,0.14019232752500368
0.622962152156954,0.1676244015308808
0.6141309710727876,0.1948662398503802
0.7557924048471424,0.4467726600943928
0.5088791404434986,0.09670374390025896
0.0932896245008928,0.0032212959450141428
0.0,0.0
0.3567145343131976,0.05277315639408901
0.520998391145815,0.13840213931451828
0.4603578385357733,0.09210530084646866
0.4647658948640718,0.10457364827613738
0.6244319532306953,0.21781768416285086
0.5671758771702597,0.18089102065940132
0.7956060873345747,0.4453669071989487
0.5655447539856053,0.4217597833696554
0.7044263842652462,0.5219838366615748
0.6732161291212493,0.62415831343241
0.656894012753341,0.43101272729697426
0.28969774081221,0.127046181967821
0.359909165086318,0.28945506377821667
0.4010699796692272,0.16844524246210732
0.3011824095623048,0.060972916977169396
0.4477028035632361,0.1139384856224144
0.5237729856905238,0.130973289321814
0.471561264602899,0.12074223077637666
0.3806082307391557,0.07438488668443247
0.3568670031901598,0.08334364716690475
0.1320385266756011,0.011440964930271722
0.0857741053672387,0.005328418426874196
0.3842867229604304,0.10060739656392673
0.1936341098652294,0.019602283472914983
0.271633324177399,0.042404749384337616
0.5054293266581938,0.29956753392235363
0.5019756908616823,0.14509019884199909
0.2786919833676179,0.025843926462412726
0.2869036681831139,0.049752106928415085
0.2755684787661884,0.3083910961374524
0.1728233715943691,0.014247258528335844
0.3880317508141283,0.21076954123359817
0.2168975830790697,0.01790146400106188
0.0630265850862971,0.0021697793745440288
0.0621250752961365,0.0025588701268031543
0.2546057850886365,0.04371502407788677
0.2090149438843604,0.020952493477416827
0.7095268126606474,0.4773406798542188
0.6920714795064894,0.5612143752023958
0.6889797466269083,0.6345905699120165
0.7609787966430761,0.48421071510991703
0.5792112840480506,0.5691047754097258
0.555565273552026,0.24956363058659684
0.5452866525568257,0.14589497374228272
0.640938082481494,0.217953391774622
0.7801822563030347,0.5342887097105145
0.6646641668374275,0.4115487213984345
0.5612939982614955,0.2024232842372977
0.3276249186616367,0.05128163104534248
0.3104225216633239,0.04213575595387602
0.4897188955011954,0.6037935414827382
0.4587469127097566,0.21507066297375127
0.7100197062031366,0.24926987574781803
0.5268980739293999,0.27570476870416843
0.7458793748207584,0.45439963349906537
0.5700398499331487,0.1910925480324087
0.6634443051537776,0.22697734887318224
0.6749192636618301,0.24182594854925588
0.3364683716181031,0.04998127572720382
0.3580202671691767,0.07514738006653057
0.3273193549866464,0.06395083003751051
0.8306440840726738,0.46690200164075546
0.7817236419234703,0.4431172670488681
0.2356903427401011,0.026052439984150973
0.6619453307784869,0.31061170472992977
0.6633238589163301,0.30439948217262136
0.3869267003845733,0.10654916131830128
0.5767873255823521,0.19339665607174225
0.6247574967539096,0.21253714906322038
0.3918626797545791,0.08209015109862618
0.735717450715647,0.36470110168556213
0.8448263620292512,0.4780172419548566
0.6649471428985652,0.37296853759148174
0.5975874586671561,0.2538867357223272
0.6533554084273122,0.4045257593372507
0.5412692387756599,0.17089625146004345
0.4754686732731497,0.13153611956363834
0.6064364090123735,0.2533755196572402
0.5749466817025589,0.19245314111484566
0.5869771564953655,0.3534158663192595
0.8184781820743442,0.38881963740575437
0.7423838483219009,0.3293528064551232
0.7378037539987509,0.34997804541603506
0.2088570486971097,0.21314904932298578
0.2516176611181967,0.1459304221171523
0.1761286004964274,0.21705732052160387
0.5597028758079028,0.3434159569015415
0.0992320633436022,0.008671976975023178
0.1537524818405558,0.011426085110926014
0.7155322113241086,0.42131955459651393
0.6292591317107077,0.23466157116095224
0.6772685559181256,0.5768493401385456
0.3965323522875267,0.0858011528655719
0.3781429188512176,0.06392157690954375
0.6990318008943325,0.25411302842149064
0.438825424756144,0.11904963712427025
0.4087499265170031,0.08975133393316141
0.4980108842591375,0.19636664818761437
0.3784521822831129,0.09197821887575615
0.386780770960705,0.30617697378205905
