Geodesic,Myelin,Michigan_FEOBV,Aghourian_FEOBV,Bedard_FEOBV,Tuominen_FEOBV,functional,structural,funcG1,diffG1,wresidC
0.25636888,0.0,0.6462001,0.6517895,0.32518697,0.49405706,0.6948028,0.5387734,0.56299496,0.10554713,0.20684022
0.747588,0.7203988,0.292997,0.27376264,0.08050084,0.18606555,0.5289652,0.7992426,0.65956503,0.9142933,0.09488337
0.7711116,0.66492546,0.29349375,0.40534967,0.15530968,0.19579798,0.1963863,0.122461766,0.55782074,0.7562929,0.027403468
0.7952916,0.6764127,0.36745828,0.3198684,0.058228135,0.10954434,0.12960199,0.44023246,0.61617994,0.9375688,0.048565544
0.7642902,0.6690129,0.2606312,0.2505489,0.07448435,0.15589029,0.3334648,0.73297185,0.59144217,0.8956806,0.03387643
0.8287123,0.63097024,0.12663792,0.27701682,0.08301687,0.12563086,0.29892385,0.6856488,0.5837046,0.9304092,0.02301606
0.81808364,0.603181,0.21812056,0.2761287,0.111210704,0.1254744,0.23244545,0.5171465,0.55246234,0.9283511,0.009189166
0.6867646,0.5973098,0.11166568,0.25055844,0.16367161,0.16914046,0.21762267,0.31097853,0.57755536,0.84310037,0.032003667
0.68964744,0.82339084,0.6611531,0.6926623,0.20482445,0.34920657,0.42003697,0.5881895,0.4858863,0.599994,0.010027088
0.7350449,0.7163907,0.77727866,0.5691624,0.2068708,0.39408338,0.39428616,0.47009504,0.4290385,0.7003624,0.030441264
0.67889524,0.47434676,0.46084386,0.5095344,0.19894528,0.27521747,0.24479501,0.27985027,0.8605683,0.5459774,0.60970485
0.55620104,0.42512596,0.5348733,0.5409786,0.22749734,0.20743108,0.21839483,0.06479258,0.8631853,0.60007936,0.6248588
0.6167809,0.40657103,0.463897,0.4827934,0.15235496,0.2177695,0.3593525,0.2369177,0.7039524,0.5716349,0.32381368
0.94133145,0.6429385,0.1667283,0.3271324,0.06797528,0.12888402,0.06350001,0.585646,0.5964945,0.9884073,0.025157446
0.54940015,0.7856182,0.44352263,0.53341275,0.072514296,0.13170266,0.7135203,0.5334969,0.35575753,0.539533,0.06650467
0.7967576,0.516719,0.32987845,0.3664499,0.10651934,0.15333319,0.50248665,0.528823,0.47945082,0.8054178,0.019064084
0.9734532,0.6545371,0.19938196,0.2582764,0.10980904,0.16088498,0.008349271,0.42577782,0.5812567,0.9670382,0.020791369
0.9491214,0.5176649,0.24816199,0.31568557,0.06626201,0.065594316,0.05676929,0.3215968,0.63352185,0.9184772,0.063429445
0.6162287,0.49252808,0.3067363,0.3153388,0.1830467,0.18883097,0.41510895,0.32432204,0.53618777,0.8719961,0.011726439
0.99999994,0.610589,0.29730797,0.29137427,0.088487506,0.0614388,0.019390743,0.27665782,0.60997194,0.900693,0.046118725
0.88253295,0.55880487,0.29003084,0.27520937,0.100375056,0.12821496,0.08309276,0.23897566,0.5464673,0.8577168,0.010913809
0.80523914,0.5209999,0.18317716,0.33467156,0.1267674,0.13909352,0.115701795,0.27588022,0.54980886,0.8550582,0.011691291
0.7668682,0.5068759,0.1738366,0.30468494,0.14232075,0.14526719,0.21009158,0.3000289,0.5296598,0.85050017,0.0058374656
0.80631435,0.6594118,0.314492,0.43133575,0.21321595,0.23124349,0.18831,0.19529393,0.4804749,0.8252512,0.004315194
0.37517262,1.0000001,0.8679099,0.715115,0.36810887,0.70652926,0.7105949,0.09744184,0.644748,0.6796349,0.11369678
0.53322446,0.3503275,0.4434712,0.49011117,0.122681975,0.21829563,0.2607226,0.16995,0.8664495,0.71675336,0.58085394
0.5453987,0.27036798,0.42950284,0.5231102,0.08985114,0.11218792,0.34226882,0.3133126,0.6118635,0.6619756,0.12432735
0.71354455,0.3759135,0.37527657,0.5370279,0.14436758,0.2309615,0.44859713,0.42689466,0.5368991,0.74147624,0.07265611
0.5812573,0.4359486,0.37398344,0.40928,0.18160033,0.24634826,0.42517447,0.10669786,0.68605626,0.7085967,0.18753086
0.791284,0.34720767,0.2794963,0.36970705,0.10481405,0.13267809,0.37270054,0.43873695,0.45933887,0.84518576,0.016413582
0.74180937,0.41374946,0.40204328,0.44217247,0.18848872,0.23964518,0.5071541,0.46920693,0.048174333,0.529013,0.5273774
0.65860814,0.5029671,0.40300864,0.32102686,0.0932858,0.19210786,0.5976689,0.43106452,0.12248603,0.6822126,0.40935472
0.5132635,0.3770064,0.58888805,0.7989362,0.36814034,0.48966718,0.553323,0.432672,0.3821401,0.18538904,0.21247807
0.661902,0.5400888,0.41374832,0.40239793,0.1630894,0.2747081,0.58681697,0.3657791,0.031017045,0.49994624,0.5960754
0.5979642,0.4764638,0.5450139,0.59296685,0.34720814,0.37489688,0.5911995,0.35816944,0.092552945,0.28305703,0.34637904
0.6433395,0.4328587,0.45653605,0.5567573,0.2317301,0.21759522,0.5233325,0.36346245,0.09549496,0.289369,0.35658658
0.7004473,0.62288237,0.46905535,0.5872373,0.15231419,0.3523456,0.32052726,0.3364952,0.41771823,0.7354893,0.014387204
0.6626914,0.4011078,0.42681092,0.5128805,0.13695121,0.21915048,0.35191092,0.32023093,0.7128439,0.78332394,0.27306372
0.599034,0.32983553,0.48404706,0.67850274,0.21647882,0.23325211,0.40158355,0.3044941,0.79481626,0.509916,0.53610444
0.7851554,0.37261176,0.35573477,0.433245,0.09450579,0.18975997,0.3607225,0.39358857,0.47052896,0.8385612,0.0043659373
0.54936767,0.5865892,0.731109,0.8067332,0.26489937,0.511168,0.45291725,0.28824908,0.52600145,0.5385825,0.0479926
0.47011906,0.40827763,0.7610529,0.9515644,0.42743182,0.4818406,0.48866272,0.14994486,0.60722715,0.5079432,0.13157114
0.84744656,0.36189783,0.25331724,0.3299324,0.05165422,0.12085599,0.272344,0.46400088,0.66256595,0.8758146,0.08855126
0.5020753,0.37053335,0.5774451,0.6375225,0.142627,0.349658,0.33712003,0.28279588,0.9013723,0.59780204,0.7355654
0.6378389,0.30190086,0.32075298,0.4330278,0.10509455,0.15591604,0.35750684,0.32598114,0.8776471,0.6467796,0.5853897
0.7859546,0.3094008,0.19817378,0.3536585,0.09828484,0.1471929,0.2462952,0.4703329,0.70760703,0.9160502,0.18165061
0.8672601,0.40664387,0.19225569,0.28905576,0.06306982,0.09366703,0.20989256,0.40603045,0.67575824,0.9030374,0.12651764
0.86273074,0.4327085,0.1675482,0.24466181,1e-08,0.09070557,0.24937278,0.385408,0.6232029,0.82143843,0.05525602
0.87329024,0.5599196,0.29082084,0.32155746,0.06311929,0.11878306,0.031551126,0.32184926,0.66595346,0.8565743,0.09847394
0.8740286,0.45122123,0.28658974,0.30569834,0.05315888,0.105082095,0.09311183,0.40077287,0.6443627,0.901095,0.07077233
0.898933,0.47084558,0.16805153,0.28013927,0.064587474,0.07212812,0.12268519,0.33194405,0.6958345,0.88783133,0.1430191
0.7322152,0.5712464,0.357158,0.4227535,0.04828179,0.14972347,0.30253223,0.5106145,0.4433311,0.72377986,0.032460935
0.7456043,0.48301017,0.49199158,0.42844135,0.12851,0.26377058,0.3313243,0.4363233,0.52296245,0.7548179,0.021397403
0.7133814,0.7400266,0.73830104,0.7740281,0.22191846,0.36836052,0.42156985,0.39278978,0.48149747,0.6517508,0.00948797
0.7562431,0.5513452,0.48639637,0.5202171,0.09805107,0.20865482,0.4116178,0.41527593,0.47312233,0.550129,0.010447912
0.66605014,0.5095502,0.40851462,0.5370442,0.17144716,0.26127112,0.49634072,0.44137862,0.60854375,0.5915966,0.0725268
0.5462192,0.36868107,0.47605753,0.5929863,0.17362261,0.16008878,0.31844905,0.16863671,0.8283371,0.5960152,0.4899726
0.4239114,0.22392273,0.790931,0.97412866,0.45523524,0.6887183,0.5262926,0.33693388,0.78181094,0.25233507,0.59780955
0.31401855,0.15695357,0.723618,0.88867205,0.23900568,0.47533703,0.7525578,0.5467226,0.678809,0.08465157,0.37737733
0.31365383,0.17719364,0.88573086,0.89657444,0.36646044,0.6656679,0.4171653,0.40573895,0.8844397,0.16375804,0.94848675
0.37889367,0.2874248,0.740613,0.8040313,0.28773856,0.4343785,0.35196683,0.14769574,0.9145174,0.5120546,0.87895477
0.14045301,0.09663153,0.60467434,0.48980445,0.27211142,0.43325782,0.7570498,0.62023026,0.15304598,0.07484272,0.21616492
0.2936796,0.22212303,0.56526864,0.5744311,0.20286584,0.26139843,0.602287,0.22014505,0.42999762,0.4121752,0.0479117
0.42033833,0.27630758,0.5361166,0.5080913,0.04726565,0.24109477,0.41834527,0.2937302,0.6827676,0.5751466,0.23468643
0.18165673,0.19211364,0.525153,0.5043065,0.23281348,0.3053018,0.69990015,0.35196534,0.26353902,0.20716105,0.07427698
0.1820638,0.2594216,0.45205224,0.4738968,0.21546113,0.3096696,0.73839813,0.3855184,0.08207759,0.24715787,0.39188564
0.14512974,0.51092696,0.4689507,0.57787544,0.19993591,0.2662,0.77470005,0.14911753,0.331493,0.617007,0.11229866
0.59370047,0.32051384,0.21869017,0.35977513,0.13435447,0.16992188,0.38091353,0.2311298,0.32214078,0.6046264,0.07585224
0.6133409,0.31171167,0.37547457,0.4246871,0.13075686,0.17206538,0.54541695,0.10450096,0.11327476,0.63665,0.50141436
0.31708413,0.20347762,0.46415114,0.40114456,0.06435692,0.21014309,0.57890487,0.48310015,0.13428786,0.43709192,0.31043187
0.49718308,0.24125898,0.3365476,0.38609403,0.014690876,0.12198126,0.3849665,0.3222664,0.27177447,0.6359712,0.21032946
0.50768334,0.22800136,0.40299368,0.3960294,0.13593936,0.19748229,0.41524744,0.2743188,0.26325938,0.6067318,0.18528996
0.3203414,0.24174297,0.37796664,0.36469048,0.05081117,0.23559302,0.5676873,0.5401345,0.09832736,0.44327277,0.39970475
0.51914185,0.37081337,0.34278405,0.405093,0.16389477,0.1790688,0.45940864,0.15090589,0.48269802,0.6116523,0.012600686
0.3418749,0.32570434,0.409095,0.52493507,0.18531704,0.19508147,0.3145071,0.17678119,0.7516298,0.62718236,0.3212827
0.25705272,0.35326958,0.2867605,0.48839706,0.1804899,0.18221188,0.37091935,0.2009255,0.6234242,0.6541607,0.17239152
0.18914036,0.32539034,0.42192537,0.49889046,0.10159576,0.188631,0.442184,0.2369382,0.38179383,0.6762268,0.081086315
0.29993677,0.26105118,0.38345355,0.4812135,0.20088291,0.22046822,0.3576843,0.4414114,0.45152342,0.59470576,0.042937383
0.43819124,0.31805074,0.5070013,0.5578727,0.20956135,0.2672363,0.21421435,0.1419019,0.9615284,0.62125325,0.91436785
0.45639223,0.46332073,0.38541216,0.51722187,0.14307332,0.1785956,0.4546299,0.025784384,0.76016796,0.6329195,0.35249668
0.50637615,0.46185362,0.47368342,0.568785,0.14428258,0.098293245,0.31521502,0.0026221331,0.7505479,0.6230923,0.3319276
0.39081556,0.4287603,0.35195845,0.49105722,0.19339287,0.24125534,0.5244891,0.11047188,0.6799645,0.632644,0.20026399
0.32527834,0.3274659,0.38179988,0.5226492,0.20492947,0.24957311,0.30276883,0.19836539,0.89918005,0.64623606,0.73056144
0.46505117,0.3308468,0.37339735,0.4177392,0.21659076,0.24683368,0.3050063,0.1493993,0.6761032,0.60675734,0.1978508
0.5283714,0.26771104,0.3418014,0.45262533,0.20683312,0.2655543,0.32891193,0.16801478,0.79219127,0.6038683,0.46075186
0.3944916,0.28937685,0.353279,0.4545532,0.22805202,0.276991,0.3026973,0.26047587,0.6741396,0.58942735,0.20855035
0.5118496,0.26342773,0.41197687,0.4723131,0.21808696,0.27547383,0.38737738,0.23815447,0.7390551,0.5802254,0.32341328
0.42660695,0.22545421,0.36382264,0.4113937,0.11620414,0.2429806,0.39167473,0.41800293,0.33119142,0.56558,0.06420872
0.19559114,0.21706927,0.5041701,0.37822825,0.1648916,0.2853508,0.68386275,0.55687493,0.15862401,0.28616408,0.28343275
0.35133368,0.25313103,0.35445535,0.42132825,0.19580758,0.24648046,0.4052562,0.5533258,0.5342634,0.5003294,0.08080722
0.2736032,0.23864734,0.32500404,0.4109667,0.13829768,0.1070742,0.61657333,0.6923086,0.36562014,0.3992244,0.060614407
0.20741831,0.2586503,0.41413552,0.40406317,0.2144208,0.22308731,0.4611317,0.48995283,0.6486528,0.4796458,0.22938426
0.09247263,0.3040322,0.5332241,0.4089107,0.2451539,0.32256532,0.6766317,0.32747337,0.7388901,0.42525798,0.3344909
0.10470185,0.24284065,0.47670835,0.418374,0.19377244,0.2812385,0.88565314,0.600548,0.43900147,0.17389913,0.025686901
0.082729265,0.3326733,0.5460759,0.6027245,0.27475154,0.27297598,0.64443964,0.3136159,0.4266207,0.5344505,0.129759
0.82176954,0.49297082,0.33408433,0.31269592,0.11041951,0.111804426,0.18384336,0.15117043,0.7475225,0.7636402,0.2847216
0.7243307,0.41969323,0.39638007,0.5024527,0.16304588,0.2319243,0.34670773,0.19003785,0.7541172,0.6170968,0.3216971
0.66392165,0.35883045,0.3694514,0.37893873,0.13638878,0.16963208,0.37983644,0.18672356,0.45779753,0.6153349,0.012403949
0.61415076,0.27269387,0.2715596,0.37906855,0.08696079,0.16588795,0.3647758,0.19119677,0.4532126,0.65446186,0.16324781
0.4258681,0.35701334,0.597733,0.7472196,0.2979492,0.4125408,0.37765208,0.1459372,0.82408017,0.61632913,0.4253294
0.44635344,0.36842537,0.55816364,0.5984952,0.22901523,0.38812268,0.3711651,0.17439161,0.67199063,0.6218816,0.1467461
0.41032273,0.5361762,0.69220346,0.7023005,0.27976966,0.5244961,0.40819162,0.06470256,0.49124533,0.62533015,0.026847988
0.36453998,0.5260823,0.74331987,0.72244996,0.33832037,0.495965,0.4931383,0.046387568,0.5671248,0.62875205,0.036959235
0.32001936,0.4964633,0.93850136,0.78554124,0.56362474,0.9267129,0.5629748,0.19549426,0.7085652,0.7868377,0.17608398
0.4341758,0.68616927,0.7062804,0.57603604,0.26495373,0.5030354,0.47075388,0.07559347,0.63589287,0.648013,0.10637914
0.47037292,0.4985783,0.5786368,0.5456348,0.21218395,0.383438,0.39151096,0.11657111,0.75951236,0.6492986,0.30730355
0.22858147,0.28478336,0.7741308,0.82061344,0.7338439,0.67815244,0.51192063,0.44258204,0.8245417,0.60605043,0.39724913
0.2543431,0.28614473,0.6659578,0.54009074,0.20878947,0.36786962,0.4802815,0.21583152,0.6123394,0.79818743,0.064730406
0.26602346,0.24655795,0.5802152,0.6709947,0.34427893,0.3616041,0.26081923,0.06924581,0.9756259,0.631067,0.9574864
0.20926888,0.17107522,0.67921245,0.71758324,0.56294656,0.5694094,0.32993498,0.12948959,0.97418237,0.62759864,0.8670242
0.14332622,0.38663387,0.60820085,0.4797303,0.2667352,0.3313787,0.8224248,0.83566415,0.5813166,0.44693607,0.16805328
0.15199448,0.3328693,0.54331094,0.59616405,0.2626729,0.31390703,0.4385487,0.06155854,0.8313384,0.645722,0.48604864
0.09166515,0.18112576,0.6554816,0.697578,0.39706612,0.4330505,0.8143157,0.40560198,0.6252932,0.5143057,0.20345883
0.34909678,0.27972066,0.634957,0.6179188,0.2771976,0.41998112,0.32137722,0.061630163,0.88718045,0.6340265,0.6551734
0.26593095,0.25171518,0.7612512,0.9559583,0.7195476,0.7229053,0.36749026,0.025706993,0.87310886,0.62651145,0.6417221
0.3164971,0.33867717,0.68500006,0.6899399,0.41004133,0.5143416,0.43464577,0.030756775,0.6872037,0.6257919,0.19214807
0.6261977,0.34346962,0.5080589,0.4340803,0.17009139,0.2405237,0.22430001,0.12821001,0.7142476,0.6419651,0.21677713
0.7587026,0.44568956,0.28356308,0.39383012,0.06519818,0.17390823,0.13862897,0.07485449,0.77480316,0.6820299,0.343133
0.30299282,0.48684824,0.5394706,0.31342012,0.17345417,0.2131741,0.8666058,0.5023647,0.1696532,0.875298,0.42376325
0.4492615,0.90661585,0.38421714,0.23336643,0.14021301,0.28778678,0.91549814,0.6055323,0.2423716,0.881123,0.24906744
0.3138914,0.21811032,0.13482152,0.0,0.251459,0.72116375,0.86831295,0.6877754,0.22792286,0.84622395,0.23813716
0.5687052,0.46634042,0.37429178,0.1554439,0.06747246,0.19389838,0.5497657,0.4751397,0.39864495,0.84697163,0.037129976
0.34163475,0.19396734,0.5271965,0.3971854,0.17168486,0.10368425,0.8467249,0.73369354,0.45534146,0.79354,0.08963206
0.2649113,0.11823344,0.5212271,0.4787342,0.17896998,0.22562885,0.47416002,0.33543292,0.44707343,0.8085674,0.035047907
0.38262326,0.6400951,0.64036393,0.7164175,0.3409953,0.4658829,0.49558404,0.19979055,0.5803779,0.73319143,0.03630074
0.4246087,0.40032005,0.43653458,0.5988702,0.23158157,0.29752517,0.40820003,0.25392592,0.47833827,0.83562785,0.0061845435
0.43737102,0.45382392,0.42789716,0.30342847,0.15901315,0.20103997,0.7091312,0.5113749,0.23560257,0.8981099,0.29015043
0.49729753,0.3342303,0.4596817,0.38338953,0.2709509,0.21895057,0.55701244,0.4623581,0.48703194,0.8759284,0.012834753
0.38777626,0.2591889,0.5563654,0.5101889,0.31241894,0.31611085,0.5826207,0.26929578,0.39170986,0.8743012,0.04547032
0.52940714,0.45424902,0.51759183,0.40716976,0.1908549,0.3027581,0.32853612,0.116881125,0.56867045,0.754757,0.040469363
0.56465155,0.3435738,0.5182458,0.5112466,0.26290977,0.31840312,0.41149935,0.10135777,0.33788973,0.7247346,0.10871007
0.2759192,0.0939666,0.48077756,0.2878279,0.14607978,0.17163706,0.7154058,0.92066383,0.21804631,0.76686907,0.33330935
0.43639386,0.16265917,0.38369477,0.40870184,0.15109837,0.08096826,0.58410615,0.35008016,0.12421067,0.80066615,0.52468246
0.6453169,0.30300224,0.28256923,0.38394493,0.2237184,0.1993013,0.4607828,0.26215544,0.45047477,0.7873293,0.019323299
0.5152656,0.2060759,0.4067493,0.3820967,0.22670448,0.182711,0.7690606,0.39073035,0.42037958,0.8379598,0.052348297
0.46301532,0.27296126,0.4258796,0.3057832,0.18663275,0.16333711,0.8073505,0.45491353,0.5042513,0.8866225,0.017573515
0.56668043,0.35656357,0.3245163,0.2966624,0.19243622,0.18134391,0.54312694,0.25032142,0.6767352,0.82817245,0.15716578
0.7119967,0.31630993,0.3445747,0.4034379,0.2082789,0.21971679,0.3344557,0.2554686,0.70127857,0.77255076,0.29347026
0.6851287,0.41978538,0.2670319,0.3640973,0.197407,0.19139504,0.24271108,0.26755345,0.6577205,0.82457256,0.115566336
0.61022437,0.4929371,0.46087682,0.4365626,0.16339421,0.25101018,0.41730377,0.110923246,0.6500573,0.71399724,0.13799302
0.7514282,0.46352506,0.29187495,0.38698202,0.15821886,0.24868035,0.33003455,0.1567349,0.7528021,0.7389181,0.2763352
0.8031455,0.5076333,0.32610363,0.3357256,0.09777856,0.17516482,0.38828763,0.14589284,0.57445323,0.7813367,0.0390725
0.7760685,0.50204754,0.2901833,0.27544385,0.033290982,0.09541386,0.31997433,0.41973022,0.62299407,0.9366262,0.051239546
0.8881772,0.38022578,0.25353104,0.38341993,0.14592636,0.17673719,0.27680495,0.42327723,0.65444195,0.9266873,0.075534515
0.74493206,0.4266193,0.19810419,0.3462593,0.082120776,0.15513074,0.19844937,0.08254031,0.71862507,0.6916755,0.23404643
0.8497895,0.44752073,0.1777264,0.35415417,0.121344924,0.11400944,0.3207052,0.3503928,0.43114823,0.87527275,0.052865878
0.95089024,0.47319734,0.26789707,0.2887283,0.11636603,0.06429511,0.16034736,0.34267133,0.6539418,0.9103576,0.08169136
0.53566116,0.30967987,0.40661103,0.5655106,0.25125527,0.29840517,0.24115841,0.20562732,0.8592014,0.6302225,0.52191466
0.57353306,0.317397,0.31297272,0.41809815,0.14556742,0.16725117,0.20326161,0.25037602,0.936506,0.7253399,0.72240937
0.6893952,0.34013128,0.27141184,0.36173207,0.15644515,0.1945641,0.28155944,0.25402874,0.5687493,0.7859742,0.09363347
0.7146695,0.38287807,0.3108834,0.35390562,0.15577364,0.1867258,0.46798125,0.15642877,0.17506208,0.7580548,0.4960355
0.78662807,0.35217834,0.25581396,0.3639477,0.1656388,0.1643436,0.41633835,0.3701566,0.18886645,0.8704979,0.42484307
0.8945616,0.54000294,0.19494103,0.30905253,0.043287396,0.15000236,0.04369965,0.42250863,0.6077248,0.9681306,0.03584837
0.5460074,0.6235981,0.35935426,0.2508179,0.17162693,0.23279959,0.28716162,0.41883653,0.5937799,0.86338395,0.051522758
0.6042765,0.55678666,0.34581947,0.32243747,0.12577045,0.14200246,0.22797,0.31724736,0.59447247,0.8473922,0.046391215
0.4717692,0.25432372,0.5300851,0.41399246,0.37832785,0.30670583,0.61617136,0.46233436,0.28302324,0.8630908,0.17061251
0.7858852,0.5265181,0.14202921,0.42297655,0.17572224,0.17316282,0.16079679,0.23576464,0.46794754,0.84540075,0.0033044382
0.7397106,0.43407512,0.26100922,0.3673758,0.18621027,0.1965459,0.21897362,0.2065773,0.6650669,0.79634666,0.13087496
0.9626687,0.53313744,0.22315927,0.30634588,0.107259035,0.12314963,0.047756054,0.3119887,0.5794744,0.9128236,0.023263842
0.86715895,0.5158849,0.22378205,0.38672632,0.14708948,0.17357355,0.09991044,0.24995217,0.5924889,0.87519795,0.03945902
0.55862325,0.47757936,0.30002767,0.25954467,0.07217276,0.13348114,0.2741974,0.44959795,0.5982054,0.8399046,0.069501504
0.6887082,0.43129528,0.44715542,0.54237384,0.19797897,0.22175962,0.49352208,0.35473216,0.106615625,0.44247016,0.34130695
0.6383846,0.35692346,0.40449792,0.6038825,0.2747352,0.34640062,0.51142013,0.3312778,0.39713418,0.4168244,0.16213815
0.5776822,0.5497711,0.37879097,0.33085948,0.21722674,0.20101106,0.37432972,0.35420886,0.58067024,0.868365,0.03965794
0.020132191,0.15789807,0.6693814,0.49439567,0.33407283,0.4789616,0.87077487,0.76206803,0.13654488,0.034422483,0.2527305
0.0903178,0.19302118,0.52098286,0.49243563,0.31843197,0.4007461,0.74069625,0.43307608,0.18303445,0.13683365,0.15602165
0.0,0.38618004,0.86077833,0.8592772,0.6541991,0.51403403,0.97766805,0.9202462,0.5851542,0.061354794,0.1313085
0.24320702,0.2952944,0.8518572,0.83887535,0.8602952,0.82159054,0.5305615,0.45816553,0.86450034,0.66621757,0.4831626
0.33262575,0.47916842,0.84950817,0.82756037,0.6304239,0.8165245,0.5228521,0.06525677,0.60020274,0.6335716,0.06305134
0.21451218,0.36628878,0.47063196,0.5257867,0.1947751,0.23229575,0.3349821,0.055492565,0.93606657,0.6378907,0.8188169
0.42182344,0.29274333,0.40394795,0.48265666,0.19741082,0.27617836,0.49952587,0.43968526,0.31712008,0.5223476,0.10693425
0.29771918,0.2653494,0.3810606,0.48162407,0.21941161,0.24873418,0.2617601,0.27846584,0.66840726,0.63846874,0.22025806
0.3661567,0.1272403,0.41627687,0.35815448,0.16441846,0.014184058,0.79063016,0.63600564,0.54206026,0.9099038,0.05410879
0.32634354,0.759766,0.8476048,0.67947465,0.3829416,0.6618695,0.6677647,0.16157493,0.58604133,0.7464025,0.042284712
0.3953656,0.86303747,0.79667777,0.79167396,0.35971785,0.5673381,0.62726325,0.12622663,0.62548167,0.6861106,0.08631859
0.40323192,0.47810984,0.5133123,0.6026885,0.1354829,0.22679847,0.41390562,0.27144977,0.54751784,0.7788933,0.014575536
0.44233114,0.25682342,0.5545047,0.45928985,0.25433373,0.24778318,0.59516084,0.20257963,0.1523586,0.8248278,0.4266535
0.5605678,0.26604164,0.28993636,0.37281388,0.17522347,0.16751051,0.5499095,0.16396181,0.32893535,0.7621927,0.110376686
0.21642442,0.1616987,0.6782565,0.42620867,0.31187427,0.4378308,0.5474361,0.29443428,0.7961464,0.8016949,0.31726825
0.30982733,0.22737801,0.69573176,0.6737378,0.2807498,0.3388933,0.5578183,0.18148196,0.74207246,0.42761144,0.41180667
0.19972982,0.12619376,0.70483273,0.71102935,0.26563025,0.51645327,0.74732023,0.5911084,0.59039056,0.062918544,0.2165418
