geodesic,myelin,functional,structural,fused,funcG1,funcG2,diffG1,diffG2,wresidC
0.29420793,0.5570515,0.6948028,0.5387734,0.7217811,0.56299496,0.28215623,0.10554713,0.80976075,0.20684022
0.7475025,0.82267076,0.5289652,0.7992426,0.7739597,0.65956503,0.29577172,0.9142933,0.5418723,0.09488337
0.7692282,0.800815,0.1963863,0.122461766,0.063937716,0.55782074,0.56864417,0.7562929,0.69549507,0.027403468
0.7915602,0.80534077,0.12960199,0.44023246,0.36281073,0.61617994,0.5265595,0.9375688,0.65720516,0.048565544
0.76292825,0.80242544,0.3334648,0.73297185,0.6394958,0.59144217,0.41848448,0.8956806,0.5889742,0.03387643
0.8224265,0.7874372,0.29892385,0.6856488,0.60142,0.5837046,0.38282245,0.9304092,0.5690569,0.02301606
0.81261027,0.7764887,0.23244545,0.5171465,0.46489948,0.55246234,0.3744273,0.9283511,0.52347666,0.009189166
0.6913277,0.7741756,0.21762267,0.31097853,0.29810783,0.57755536,0.35519668,0.84310037,0.5472942,0.032003667
0.69399023,0.8632479,0.42003697,0.5881895,0.64474314,0.4858863,0.7456176,0.599994,0.67998314,0.010027088
0.7359181,0.8210915,0.39428616,0.47009504,0.55405104,0.4290385,0.7280395,0.7003624,0.63434696,0.030441264
0.68405986,0.72573006,0.24479501,0.27985027,0.3111469,0.8605683,0.41749188,0.5459774,0.68827635,0.60970485
0.57074296,0.7063378,0.21839483,0.06479258,0.048168235,0.8631853,0.3342818,0.60007936,0.72024995,0.6248588
0.62669283,0.6990275,0.3593525,0.2369177,0.31131694,0.7039524,0.3572528,0.5716349,0.68169075,0.32381368
0.9264384,0.7921526,0.06350001,0.585646,0.4234657,0.5964945,0.46767637,0.9884073,0.59063476,0.025157446
0.5664163,0.8645496,0.7135203,0.5334969,0.78746974,0.35575753,0.3941124,0.539533,0.9893779,0.06650467
0.79291415,0.74242395,0.50248665,0.528823,0.6725556,0.47945082,0.26355866,0.8054178,0.85014147,0.019064084
0.95610505,0.79672223,0.008349271,0.42577782,0.27524066,0.5812567,0.47816664,0.9670382,0.6291998,0.020791369
0.933633,0.7427967,0.05676929,0.3215968,0.22862385,0.63352185,0.39031303,0.9184772,0.67210454,0.063429445
0.6261828,0.7328931,0.41510895,0.32432204,0.439517,0.53618777,0.3695012,0.8719961,0.5660153,0.011726439
0.98062295,0.77940726,0.019390743,0.27665782,0.15222983,0.60997194,0.40385965,0.900693,0.65154374,0.046118725
0.87213373,0.7590052,0.08309276,0.23897566,0.12921424,0.5464673,0.38601175,0.8577168,0.62533635,0.010913809
0.80074745,0.74411064,0.115701795,0.27588022,0.19425988,0.54980886,0.36449614,0.8550582,0.5781083,0.011691291
0.7653091,0.738546,0.21009158,0.3000289,0.2735058,0.5296598,0.3260295,0.85050017,0.563247,0.0058374656
0.8017405,0.79864275,0.18831,0.19529393,0.14031431,0.4804749,0.5781901,0.8252512,0.65569407,0.004315194
0.4035504,0.93282914,0.7105949,0.09744184,0.34086716,0.644748,0.45337698,0.6796349,0.67450166,0.11369678
0.54952246,0.67686844,0.2607226,0.16995,0.19819848,0.8664495,0.36089113,0.71675336,0.66337687,0.58085394
0.56076634,0.64536566,0.34226882,0.3133126,0.387107,0.6118635,0.24295518,0.6619756,0.7732798,0.12432735
0.716061,0.68694896,0.44859713,0.42689466,0.56575733,0.5368991,0.4583319,0.74147624,0.8948885,0.07265611
0.5938843,0.71060175,0.42517447,0.10669786,0.19570582,0.68605626,0.3180559,0.7085967,0.69805604,0.18753086
0.7878589,0.6756393,0.37270054,0.43873695,0.51825845,0.45933887,0.4110892,0.84518576,0.81155163,0.016413582
0.7421655,0.70185566,0.5071541,0.46920693,0.6107053,0.048174333,0.738909,0.529013,0.9781401,0.5273774
0.6653232,0.73700595,0.5976689,0.43106452,0.6218855,0.12248603,0.8274468,0.6822126,0.9184613,0.40935472
0.53108716,0.6873795,0.553323,0.432672,0.58247656,0.3821401,0.36803982,0.18538904,0.8687063,0.21247807
0.6683654,0.7516313,0.58681697,0.3657791,0.544688,0.031017045,0.8899858,0.49994624,0.9794327,0.5960754
0.6093143,0.7265641,0.5911995,0.35816944,0.5377403,0.092552945,0.65116906,0.28305703,0.9203346,0.34637904
0.65122163,0.7093844,0.5233325,0.36346245,0.5179234,0.09549496,0.6385367,0.289369,0.9251355,0.35658658
0.70396477,0.7842507,0.32052726,0.3364952,0.3868101,0.41771823,0.72057605,0.7354893,0.7609483,0.014387204
0.6690945,0.6968751,0.35191092,0.32023093,0.3895119,0.7128439,0.5741852,0.78332394,0.8126182,0.27306372
0.61030227,0.66879493,0.40158355,0.3044941,0.4029769,0.79481626,0.41775537,0.509916,0.95897573,0.53610444
0.7821988,0.685648,0.3607225,0.39358857,0.4659943,0.47052896,0.67946786,0.8385612,0.7114281,0.0043659373
0.5644319,0.76995176,0.45291725,0.28824908,0.42258537,0.52600145,0.711245,0.5385825,0.8813205,0.0479926
0.49124017,0.6996999,0.48866272,0.14994486,0.28379652,0.60722715,0.66951424,0.5079432,0.9050308,0.13157114
0.83972895,0.68142694,0.272344,0.46400088,0.46716943,0.66256595,0.55143106,0.8758146,0.6440164,0.08855126
0.5207541,0.6848291,0.33712003,0.28279588,0.34800994,0.9013723,0.5975486,0.59780204,0.77277094,0.7355654
0.64614147,0.65778905,0.35750684,0.32598114,0.40455836,0.8776471,0.41082135,0.6467796,0.7301404,0.5853897
0.7829369,0.6607439,0.2462952,0.4703329,0.47033897,0.70760703,0.43094245,0.9160502,0.70377827,0.18165061
0.8580283,0.6990562,0.20989256,0.40603045,0.39931247,0.67575824,0.39710993,0.9030374,0.6891236,0.12651764
0.85384506,0.70932525,0.24937278,0.385408,0.3882064,0.6232029,0.5687659,0.82143843,0.64128923,0.05525602
0.8635975,0.75944436,0.031551126,0.32184926,0.22973728,0.66595346,0.42002577,0.8565743,0.6715603,0.09847394
0.86427945,0.71661896,0.09311183,0.40077287,0.3223718,0.6443627,0.47810912,0.901095,0.6500453,0.07077233
0.88728046,0.7243507,0.12268519,0.33194405,0.28864777,0.6958345,0.34351376,0.88783133,0.69169194,0.1430191
0.73330474,0.763907,0.30253223,0.5106145,0.5145348,0.4433311,0.7477509,0.72377986,0.5756151,0.032460935
0.7456704,0.7291433,0.3313243,0.4363233,0.4806643,0.52296245,0.69462866,0.7548179,0.59416264,0.021397403
0.7159104,0.8304037,0.42156985,0.39278978,0.5103133,0.48149747,0.71180904,0.6517508,0.6595623,0.00948797
0.75549614,0.7560662,0.4116178,0.41527593,0.52218866,0.47312233,0.69992435,0.550129,0.6858025,0.010447912
0.6721965,0.7395997,0.49634072,0.44137862,0.59110534,0.60854375,0.69336885,0.5915966,0.69240195,0.0725268
0.5615241,0.68409944,0.31844905,0.16863671,0.20167741,0.8283371,0.66354686,0.5960152,0.69489384,0.4899726
0.44856408,0.6270669,0.5262926,0.33693388,0.46114126,0.78181094,0.47134513,0.25233507,0.8842314,0.59780955
0.3451275,0.6116711,0.7525578,0.5467226,0.7461009,0.678809,0.20254119,0.08465157,0.8087717,0.37737733
0.34673342,0.6086564,0.4171653,0.40573895,0.4568239,0.8844397,0.5154049,0.16375804,0.85824394,0.94848675
0.40698704,0.6520858,0.35196683,0.14769574,0.1935007,0.9145174,0.5221395,0.5120546,0.88484895,0.87895477
0.18810156,0.5924128,0.7570498,0.62023026,0.75550556,0.15304598,0.65751976,0.07484272,0.81654,0.21616492
0.32828578,0.6263579,0.602287,0.22014505,0.4444219,0.42999762,0.25367504,0.4121752,0.9035868,0.0479117
0.44526413,0.6477057,0.41834527,0.2937302,0.4245543,0.6827676,0.0694872,0.5751466,0.86645794,0.23468643
0.22482465,0.6145347,0.69990015,0.35196534,0.5893931,0.26353902,0.53790563,0.20716105,0.8884371,0.07427698
0.22520064,0.6410529,0.73839813,0.3855184,0.6067423,0.08207759,0.889261,0.24715787,0.7855637,0.39188564
0.19108942,0.7401421,0.77470005,0.14911753,0.42959636,0.331493,0.4916056,0.617007,0.5960708,0.11229866
0.6053764,0.66512233,0.38091353,0.2311298,0.32376158,0.32214078,0.3174895,0.6046264,0.69858,0.07585224
0.6235158,0.6616544,0.54541695,0.10450096,0.24183276,0.11327476,0.7415704,0.63665,0.7098213,0.50141436
0.34990153,0.6190119,0.57890487,0.48310015,0.65556514,0.13428786,0.64065814,0.43709192,0.86987364,0.31043187
0.51623577,0.6338972,0.3849665,0.3222664,0.43066016,0.27177447,0.33839652,0.6359712,0.7645429,0.21032946
0.52593344,0.6286738,0.41524744,0.2743188,0.3900033,0.26325938,0.41862318,0.6067318,0.67675513,0.18528996
0.35290986,0.6340878,0.5676873,0.5401345,0.68103176,0.09832736,0.6970183,0.44327277,0.74449414,0.39970475
0.5365162,0.68493956,0.45940864,0.15090589,0.28252068,0.48269802,0.14793548,0.6116523,0.6913092,0.012600686
0.37279755,0.66716725,0.3145071,0.17678119,0.23885755,0.7516298,0.02912247,0.62718236,0.6781265,0.3212827
0.29445824,0.6780276,0.37091935,0.2009255,0.27949613,0.6234242,0.18346657,0.6541607,0.5911776,0.17239152
0.23173633,0.66704357,0.442184,0.2369382,0.3592216,0.38179383,0.25224972,0.6762268,0.5461345,0.081086315
0.3340647,0.64169496,0.3576843,0.4414114,0.49967238,0.45152342,0.1999662,0.59470576,0.56668764,0.042937383
0.46175253,0.6641519,0.21421435,0.1419019,0.15087903,0.9615284,0.30162638,0.62125325,0.6959759,0.91436785
0.47856253,0.72138596,0.4546299,0.025784384,0.109609656,0.76016796,0.21577655,0.6329195,0.72454154,0.35249668
0.5247262,0.72080797,0.31521502,0.0026221331,0.019483568,0.7505479,0.22635986,0.6230923,0.7339203,0.3319276
0.41799775,0.7077697,0.5244891,0.11047188,0.25968865,0.6799645,0.15419309,0.632644,0.6979304,0.20026399
0.35746947,0.66786134,0.30276883,0.19836539,0.2513847,0.89918005,0.20934461,0.64623606,0.6344591,0.73056144
0.48655966,0.6691934,0.3050063,0.1493993,0.18905795,0.6761032,0.168208,0.60675734,0.7055412,0.1978508
0.54504037,0.6443189,0.32891193,0.16801478,0.21830715,0.79219127,0.32861745,0.6038683,0.70144355,0.46075186
0.42139283,0.6528548,0.3026973,0.26047587,0.31138825,0.6741396,0.16331443,0.58942735,0.68203056,0.20855035
0.5297813,0.6426313,0.38737738,0.23815447,0.3326749,0.7390551,0.20752129,0.5802254,0.69666845,0.32341328
0.45105362,0.6276703,0.39167473,0.41800293,0.5205829,0.33119142,0.2618278,0.56558,0.6597761,0.06420872
0.23769407,0.6243668,0.68386275,0.55687493,0.7304648,0.15862401,0.63667184,0.28616408,0.6065731,0.28343275
0.38153344,0.6385745,0.4052562,0.5533258,0.61514294,0.5342634,0.19991367,0.5003294,0.58839244,0.08080722
0.30974382,0.63286823,0.61657333,0.6923086,0.8118539,0.36562014,0.18703914,0.3992244,0.5541621,0.060614407
0.24861732,0.64074904,0.4611317,0.48995283,0.5961794,0.6486528,0.072007336,0.4796458,0.43312237,0.22938426
0.1424568,0.6586288,0.6766317,0.32747337,0.54811674,0.7388901,0.1471895,0.42525798,0.44942853,0.3344909
0.15375136,0.6345203,0.88565314,0.600548,0.8807342,0.43900147,0.19432661,0.17389913,0.4774809,0.025686901
0.13345812,0.669913,0.64443964,0.3136159,0.55784065,0.4266207,0.16961986,0.5344505,0.46021813,0.129759
0.8160144,0.73306763,0.18384336,0.15117043,0.13288298,0.7475225,0.1972048,0.7636402,0.722429,0.2847216
0.7260228,0.7041974,0.34670773,0.19003785,0.24647482,0.7541172,0.46457177,0.6170968,0.7439659,0.3216971
0.6702307,0.6802185,0.37983644,0.18672356,0.26615575,0.45779753,0.3499225,0.6153349,0.73656595,0.012403949
0.6242637,0.646282,0.3647758,0.19119677,0.2605575,0.4532126,0.35966656,0.65446186,0.7538766,0.16324781
0.4503713,0.67950255,0.37765208,0.1459372,0.19637261,0.82408017,0.6663639,0.61632913,0.63192135,0.4253294
0.46929094,0.68399876,0.3711651,0.17439161,0.23190205,0.67199063,0.6849525,0.6218816,0.5785034,0.1467461
0.43601403,0.7500898,0.40819162,0.06470256,0.13237801,0.49124533,0.72241145,0.62533015,0.6524698,0.026847988
0.39373037,0.746113,0.4931383,0.046387568,0.1663992,0.5671248,0.647927,0.62875205,0.66317856,0.036959235
0.3526124,0.7344436,0.5629748,0.19549426,0.36995295,0.7085652,0.5599532,0.7868377,0.63619286,0.17608398
0.45804405,0.8091848,0.47075388,0.07559347,0.17726181,0.63589287,0.6545447,0.648013,0.6921037,0.10637914
0.49147463,0.7352768,0.39151096,0.11657111,0.17216982,0.75951236,0.62541777,0.6492986,0.6240039,0.30730355
0.26816303,0.6510451,0.51192063,0.44258204,0.54231936,0.8245417,0.48595527,0.60605043,0.34460914,0.39724913
0.29195568,0.65158147,0.4802815,0.21583152,0.36251304,0.6123394,0.5012862,0.79818743,0.62356627,0.064730406
0.30274338,0.6359848,0.26081923,0.06924581,0.07055621,0.9756259,0.37846205,0.631067,0.6813445,0.9574864
0.25032648,0.6062459,0.32993498,0.12948959,0.1687703,0.97418237,0.3512365,0.62759864,0.5292329,0.8670242
0.09005389,0.6911725,0.8224248,0.83566415,0.8965679,0.5813166,0.34184486,0.44693607,0.10324541,0.16805328
0.19742945,0.6699902,0.4385487,0.06155854,0.14934044,0.8313384,0.015542348,0.645722,0.65537596,0.48604864
0.12453396,0.61020565,0.8143157,0.40560198,0.6829979,0.6252932,0.10465277,0.5143057,0.2738489,0.20345883
0.37946752,0.6490504,0.32137722,0.061630163,0.07293228,0.88718045,0.5961081,0.6340265,0.68076324,0.6551734
0.3026579,0.6380167,0.36749026,0.025706993,0.05090213,0.87310886,0.54763883,0.62651145,0.68964857,0.6417221
0.3493593,0.67227834,0.43464577,0.030756775,0.09592051,0.6872037,0.66801876,0.6257919,0.6778756,0.19214807
0.6353899,0.67416656,0.22430001,0.12821001,0.10569485,0.7142476,0.5265157,0.6419651,0.6511343,0.21677713
0.7577676,0.7144395,0.13862897,0.07485449,0.014598263,0.77480316,0.38035002,0.6820299,0.74327946,0.343133
0.3136536,0.73065543,0.8666058,0.5023647,0.7824976,0.1696532,0.6676323,0.875298,0.4985446,0.42376325
0.29635748,0.89603716,0.91549814,0.6055323,0.880821,0.2423716,0.5532403,0.881123,0.6438027,0.24906744
0.0063082324,0.6247769,0.86831295,0.6877754,0.8947669,0.22792286,0.6455465,0.84622395,0.46677047,0.23813716
0.5822915,0.72257566,0.5497657,0.4751397,0.65642226,0.39864495,0.59407556,0.84697163,0.64167726,0.037129976
0.37257573,0.61526495,0.8467249,0.73369354,0.9202882,0.45534146,0.34968102,0.79354,0.28288546,0.08963206
0.30171618,0.5854271,0.47416002,0.33543292,0.4630905,0.44707343,0.42663,0.8085674,0.5328215,0.035047907
0.4104316,0.7910323,0.49558404,0.19979055,0.3558081,0.5803779,0.5574073,0.73319143,0.6497164,0.03630074
0.4492081,0.69656473,0.40820003,0.25392592,0.36390537,0.47833827,0.501839,0.83562785,0.6633456,0.0061845435
0.46099502,0.7176444,0.7091312,0.5113749,0.7258905,0.23560257,0.7327948,0.8981099,0.622077,0.29015043
0.51634145,0.67052644,0.55701244,0.4623581,0.65149873,0.48703194,0.46376354,0.8759284,0.44003546,0.012834753
0.41519076,0.6409613,0.5826207,0.26929578,0.4856806,0.39170986,0.41071385,0.8743012,0.64048845,0.04547032
0.5459969,0.7178118,0.32853612,0.116881125,0.14882696,0.56867045,0.30096856,0.754757,0.7321757,0.040469363
0.57854766,0.67420757,0.41149935,0.10135777,0.1822534,0.33788973,0.20898712,0.7247346,0.71128607,0.10871007
0.3118828,0.5758663,0.7154058,0.92066383,0.87082714,0.21804631,0.48545808,0.76686907,0.15732567,0.33330935
0.46009254,0.6029301,0.58410615,0.35008016,0.48375136,0.12421067,0.60509187,0.80066615,0.48421645,0.52468246
0.65304786,0.658223,0.4607828,0.26215544,0.4095025,0.45047477,0.19576573,0.7873293,0.58345497,0.019323299
0.5329362,0.6200356,0.7690606,0.39073035,0.69011736,0.42037958,0.18541072,0.8379598,0.38509893,0.052348297
0.48467937,0.64638734,0.8073505,0.45491353,0.772086,0.5042513,0.34032393,0.8866225,0.48223025,0.017573515
0.5804215,0.6793254,0.54312694,0.25032142,0.43029934,0.6767352,0.2679798,0.82817245,0.5569901,0.15716578
0.7146314,0.66346604,0.3344557,0.2554686,0.33415368,0.70127857,0.19024946,0.77255076,0.60520816,0.29347026
0.6898168,0.7042337,0.24271108,0.26755345,0.28170928,0.6577205,0.27890304,0.82457256,0.5884351,0.115566336
0.62063736,0.7330543,0.41730377,0.110923246,0.19447072,0.6500573,0.32677546,0.71399724,0.7086434,0.13799302
0.75104916,0.7214665,0.33003455,0.1567349,0.20071372,0.7528021,0.3478695,0.7389181,0.6883332,0.2763352
0.7988139,0.73884445,0.38828763,0.14589284,0.21747607,0.57445323,0.4736655,0.7813367,0.66447484,0.0390725
0.7738063,0.73664373,0.31997433,0.41973022,0.46033734,0.62299407,0.45818692,0.9366262,0.66326964,0.051239546
0.87734663,0.68864787,0.27680495,0.42327723,0.43521813,0.65444195,0.4005998,0.9266873,0.6004564,0.075534515
0.7450495,0.70692617,0.19844937,0.08254031,0.0529081,0.71862507,0.14254558,0.6916755,0.740509,0.23404643
0.8418929,0.715161,0.3207052,0.3503928,0.3972218,0.43114823,0.29666996,0.87527275,0.6636875,0.052865878
0.9352667,0.72527725,0.16034736,0.34267133,0.30848467,0.6539418,0.3122151,0.9103576,0.6400132,0.08169136
0.551773,0.66085386,0.24115841,0.20562732,0.21606816,0.8592014,0.5455866,0.6302225,0.56180185,0.52191466
0.5867504,0.66389436,0.20326161,0.25037602,0.27261043,0.936506,0.3239249,0.7253399,0.6006564,0.72240937
0.69375724,0.67285126,0.28155944,0.25402874,0.28252128,0.5687493,0.15132189,0.7859742,0.65453017,0.09363347
0.7171,0.68969285,0.46798125,0.15642877,0.27715212,0.17506208,0.59499925,0.7580548,0.7083952,0.4960355
0.7835587,0.67759764,0.41633835,0.3701566,0.48144057,0.18886645,0.51388603,0.8704979,0.6139225,0.42484307
0.88324314,0.7515975,0.04369965,0.42250863,0.30310702,0.6077248,0.48005176,0.9681306,0.63403094,0.03584837
0.5613285,0.78453267,0.28716162,0.41883653,0.4215046,0.5937799,0.4963853,0.86338395,0.5045262,0.051522758
0.6151441,0.75821006,0.22797,0.31724736,0.30909124,0.59447247,0.3979899,0.8473922,0.5422988,0.046391215
0.4927642,0.63904446,0.61617136,0.46233436,0.66266316,0.28302324,0.65373033,0.8630908,0.45778003,0.17061251
0.78287274,0.7462847,0.16079679,0.23576464,0.16847283,0.46794754,0.51391155,0.84540075,0.6101259,0.0033044382
0.7402272,0.7098636,0.21897362,0.2065773,0.1936128,0.6650669,0.40844545,0.79634666,0.63744277,0.13087496
0.9461448,0.7488926,0.047756054,0.3119887,0.19835268,0.5794744,0.39272487,0.9128236,0.62949955,0.023263842
0.85793483,0.7420954,0.09991044,0.24995217,0.16623272,0.5924889,0.4199218,0.87519795,0.6235341,0.03945902
0.5729801,0.7270036,0.2741974,0.44959795,0.44408044,0.5982054,0.44573092,0.8399046,0.35166347,0.069501504
0.6931228,0.7087684,0.49352208,0.35473216,0.51093596,0.106615625,0.5843155,0.44247016,0.95644665,0.34130695
0.6466454,0.67946714,0.51142013,0.3312778,0.501278,0.39713418,0.47089323,0.4168244,0.96943146,0.16213815
0.59058243,0.755446,0.37432972,0.35420886,0.4450612,0.58067024,0.35761777,0.868365,0.624076,0.03965794
0.07564526,0.6010543,0.87077487,0.76206803,0.8535459,0.13654488,0.70961803,0.034422483,0.699105,0.2527305
0.14046666,0.6148922,0.74069625,0.43307608,0.6547568,0.18303445,0.6429335,0.13683365,0.82475233,0.15602165
0.052487608,0.6909938,0.97766805,0.9202462,0.9710717,0.5851542,0.10073975,0.061354794,0.42833373,0.1313085
0.28167078,0.6551862,0.5305615,0.45816553,0.57822233,0.86450034,0.3948336,0.66621757,0.465667,0.4831626
0.3642553,0.7276297,0.5228521,0.06525677,0.20393892,0.60020274,0.631387,0.6335716,0.6098079,0.06305134
0.25516903,0.6831569,0.3349821,0.055492565,0.089306556,0.93606657,0.19845341,0.6378907,0.6700365,0.8188169
0.44663566,0.6541812,0.49952587,0.43968526,0.5969771,0.31712008,0.39999428,0.5223476,0.6444887,0.10693425
0.33201656,0.6433884,0.2617601,0.27846584,0.31589374,0.66840726,0.11887729,0.63846874,0.61459064,0.22025806
0.39522353,0.5889756,0.79063016,0.63600564,0.8628163,0.54206026,0.22306693,0.9099038,0.28790858,0.05410879
0.3584532,0.83818066,0.6677647,0.16157493,0.4143763,0.58604133,0.5176242,0.7464025,0.6508626,0.042284712
0.42220002,0.878868,0.62726325,0.12622663,0.33765426,0.62548167,0.5000805,0.6861106,0.6708951,0.08631859
0.4294651,0.7272126,0.41390562,0.27144977,0.38637936,0.54751784,0.58195263,0.7788933,0.63373184,0.014575536
0.46557605,0.6400293,0.59516084,0.20257963,0.38161355,0.1523586,0.5777151,0.8248278,0.6514365,0.4266535
0.574776,0.64366114,0.5499095,0.16396181,0.34708372,0.32893535,0.26523638,0.7621927,0.6308646,0.110376686
0.25693512,0.6025517,0.5474361,0.29443428,0.45958027,0.7961464,0.36472315,0.8016949,0.5681211,0.31726825
0.34319934,0.6284283,0.5578183,0.18148196,0.34539294,0.74207246,0.23133525,0.42761144,0.9040163,0.41180667
0.24151646,0.58856326,0.74732023,0.5911084,0.78297853,0.59039056,0.2993207,0.062918544,0.7940156,0.2165418
