leave-one-out dmri,leave-one-out func,leave-one-out resid
0.9202488965041473,0.11458548651481694,0.8773460889542656
0.9361225916062134,0.15273235277394867,0.8932025554077158
0.8949268772484686,0.3626703523002622,0.8636279835765504
0.7239573516759344,0.34113897946486604,0.6570840504792029
0.8755803347512015,0.4864173799847058,0.8708051509602178
0.8305779417341437,0.5940134649425574,0.8048930441223483
0.7488567098029039,0.36917576789205786,0.6521342375034175
0.7841814310819032,0.7292817027277166,0.7229419176141484
0.7558871539700678,0.869235444451281,0.7595712496402455
0.9099383628367688,0.49126688192790513,0.8780453642829812
0.8212920675533482,0.04375065848966154,0.7861263715633413
0.9422826496488529,0.5704826448627742,0.9150984628284594
0.8392427074364601,0.44605209350615704,0.7943562716416129
0.7171007016419816,0.7193209762084961,0.6930273891007236
0.8837015214948216,0.1591856850698844,0.8372346660697041
0.5414357389262318,0.6571728298831747,0.5129696856677949
0.6133759608628387,0.6358983714115188,0.5402706339326317
0.941201167515574,0.4791302030545841,0.9084924920036308
0.8327053076466815,0.6447113953219898,0.8065214392184247
0.9056372886916659,0.15045312023236265,0.8623874188013089
0.9086548234205314,0.4873129654515348,0.8801838654413855
0.9063040108574563,0.7439372130025097,0.8956678870211429
0.7735662032515515,0.7372178981030412,0.7535568215425692
0.8411935208346679,0.6355418283167575,0.8067772724152146
0.8752931831377004,0.11898809099495243,0.8316168548748499
0.794207784903953,0.6018002445287801,0.7350224908593972
0.9299330508719518,0.7687748318699439,0.9134892385200115
0.9090475335724736,0.6713334669371774,0.8932455569061565
0.4568944086001422,0.6822801177443817,0.4101475572412845
0.8850101106537444,0.5187145896794502,0.8525680147240258
0.771364969322213,0.5336709716904048,0.6927621325278939
0.9360202199272204,0.5196114215656559,0.8956259666225581
0.6856709034739025,0.6225485217494502,0.6439582307063049
0.921359436066241,0.6641362287113769,0.8991002457452724
0.6974310467439259,0.7641047824505687,0.7120704369345906
0.7718513644459489,0.6711478810033138,0.7201113049569449
0.8258235918390125,0.5985608879024497,0.802425845465752
0.8926887534003961,0.14241870452253422,0.8248293553165778
0.8069496534550681,0.3512490106865907,0.7501503409685659
0.6801363290252964,0.7431633385603972,0.6861381417441804
0.8255599314128226,0.5252133952703345,0.8055883084029347
0.6363980592403896,0.8073300080172457,0.6187323268152146
0.6969153155759148,0.7993912159639046,0.6421416450622309
0.693729466410625,0.5454890781146702,0.6755274643425855
0.8788143285645423,0.7240390940054136,0.8368169238947122
0.9352848325540739,0.5937682472326508,0.9142091738022396
0.8583693021782882,0.6487197519286267,0.8399373172162489
0.09912577366703593,0.7879941418559624,0.06325528933167852
0.7477086100139033,0.6959561135838638,0.7078815950475975
0.9300613058674256,0.8140391048271338,0.925164639883108
0.7594542623969986,0.37718767447391965,0.7304453194128873
0.7509730611673147,0.842479233591026,0.7384540465675516
0.3670318849336447,0.4986583865770765,0.349537888356951
0.7322752864710843,0.7229348007602818,0.6878037240802151
0.9135364881073844,0.3769410801372682,0.8618706743448544
0.9180949342537252,0.824718309118834,0.9143945768723656
0.8771968547425029,0.7217672234616149,0.8683043883193708
0.8955451268417964,0.24567239599136367,0.8344184057465843
0.7962239998103227,0.41400378525704656,0.7688021480335484
0.8559931532773832,0.12934157139425892,0.8233046227729595
0.8595974256398398,0.7280772956582349,0.8436451621929232
0.8893472387714659,0.6776704535487407,0.8533480957792172
0.9090868304254326,0.4417078528932664,0.8723846316780588
0.837349328280509,0.710169380061214,0.8375785433265412
0.7378494601462897,0.5044312265687764,0.7161659184175463
0.8946776116432493,0.7679524434127775,0.883749847419847
0.5353906714241465,0.6947259517528805,0.4949055873027975
0.8664590297135656,0.8207840753693014,0.8352014253638415
0.8410468703790964,0.6739703577459712,0.8143688656968439
0.7905429614884764,0.6505295782305248,0.7781676850157585
0.8678668322850006,0.7747904243016285,0.8609980957544549
0.6303351616729741,0.6968214732271484,0.6013917731758998
0.9397134551794865,0.740045901474716,0.9093477905513667
0.790720524560732,0.7985244450079786,0.7945636715430309
0.9238018177295784,0.5924149973694771,0.8969876298957613
0.8486570705625881,0.39366791227783793,0.8272255420905407
0.8871442713852957,0.3969146916064225,0.8368435573873371
0.5390390624301828,0.11809230628423659,0.5063303299490777
0.7747004916712751,0.6079832396747736,0.7279739808468554
0.6937120715014486,0.6876900743255207,0.6792074929405467
0.7166880779412165,0.6075104407400667,0.6982307850820416
0.6199860606942394,0.6413576973443059,0.6068330337536796
0.9111510168851872,0.6839358756052957,0.8725891204985168
0.6732347060726623,0.4564449147295565,0.6184847021245165
0.866940276125448,0.6519664886103965,0.8270750575475593
0.8835521992647944,0.6967452236967366,0.8479796386531233
0.7364947345626532,0.44506256703359276,0.7124597073624064
0.8973705895747562,0.7309607502822505,0.8780618077741753
0.8971136111655302,0.548815249287269,0.8540405356272704
0.7836753369324705,0.7374724533851492,0.7585538833319184
0.8839307534181344,0.10879878290928525,0.8284959286681626
0.5958078270026972,0.529529229799704,0.5558158818914273
0.8331178237972383,0.5256540833409118,0.8163279993561972
0.9396764150809792,0.4435698862818326,0.8873506091816522
0.7858884982530489,0.7695334758573107,0.769146298336314
0.7433621716267779,0.17384277138549195,0.7097568765291359
0.8898860335439913,0.7578914218715708,0.8599161499277964
0.8703462717100763,0.668828931673756,0.8547768582765366
0.6878299628792218,0.4532674077334465,0.6369250814637392
0.7673126977064518,0.7857606222909738,0.7682338441806055
0.8830552424562617,0.11348409669545784,0.8515425897682933
0.9284787902007404,0.5696580225303078,0.8592452177203701
0.7730766839784939,0.3606365788352383,0.76781823852243
0.9102723111255014,0.5753462221648133,0.8957440413381687
0.9034075786699103,0.1344246396343444,0.8839527900595033
0.8468295693279361,0.6493785008185479,0.7933364611558097
0.9186425555338142,0.8626551724688827,0.8989490186843286
0.8759823471180508,0.6336950901171762,0.8662085248132787
0.9037226758511139,0.14818276482846138,0.8157176524830787
0.7615099043454573,0.3954616058003952,0.7142621171520211
0.629240100274876,0.8480061311080929,0.6355001856086233
0.9061185046208798,0.5436098177227808,0.8744470612432973
0.8059833651207706,0.7101014002458679,0.7750601543495886
0.8169255011220043,0.2967414920186794,0.7859306174941726
0.827819185412107,0.6935104093917748,0.8282980609851476
0.9010008817025696,0.19489159141945914,0.8649083093551003
0.8981683872701586,0.5341942498096732,0.8418997649586274
0.8575571879173141,0.739928066336427,0.8444354182432291
0.9144070681532718,0.7292631815435988,0.8863247035945795
0.8333080585496404,0.6651841533573408,0.8138108237512578
0.8471257895529019,0.5969491040439258,0.8319453573987504
0.9291848685062883,0.4655807939873365,0.8901399637398932
0.9389432737781462,0.58716332789929,0.9061726447296184
0.7831027735862968,0.7148753027483633,0.7045526965663124
0.8993182742806016,0.8083893785054629,0.8743803318707027
0.935223778370396,0.547818356826839,0.9078142567805656
0.5956729829057269,0.5587556669448684,0.5747537624285738
0.6865659464254371,0.6886331390035998,0.683916275217062
0.6908056504639309,0.5852258761880144,0.6755924141652734
0.8923766497832093,0.6765564040307921,0.8578660620520325
0.8842025686598535,0.6195158334206547,0.8499838047813312
0.8685482924342763,0.7023801796094954,0.8508196470167909
0.9208456863658342,0.757369530092337,0.8956566915836938
0.9601319533617481,0.7926242135904491,0.9465762662156945
0.896412871274369,0.6381151977396021,0.8472116004090892
0.9170166435266163,0.7910870646032017,0.8841435787258236
0.6943747294125183,0.6987913491113217,0.6692423256390733
0.909664863973523,0.7805840133038033,0.885177238097475
0.8903078797352931,0.4669340624248465,0.8328561883815362
0.8381374104429469,0.8048071769455925,0.8220479868230331
0.8583138546183647,0.63584566000566,0.8240988819267436
0.9383258844086645,0.7218158669819986,0.9158016999856131
0.9357413669318273,0.5927521756987659,0.9019086422091723
0.7140434753394149,0.10426890820829267,0.6683458150200711
0.897429352081532,0.78653968521134,0.8613918943391592
0.7841601636323217,0.7631380613759214,0.7686515405400849
0.9098953263548856,0.7205397622759768,0.880230366239896
0.9063708929577545,0.34237121509557183,0.836883340086726
0.8376214958991295,0.7108694417415292,0.8176696508630741
0.8159824273522186,0.6283288408042098,0.8228319800367608
0.8434824180359269,0.6236478568206456,0.8109584696671374
0.9400200727918173,0.666951293517179,0.9078548788637555
0.7852653301613048,0.7756241498291929,0.7605923302205939
0.8583443828654493,0.7932269256700577,0.8301902382745223
0.8818808429941265,0.5475788477967471,0.8493177460341708
0.8091662311104185,0.5939166049199669,0.7789677950875169
0.9088411094989522,0.6657199292950039,0.8857200096754773
0.8878299633213838,0.5251092091850356,0.8886370721526211
0.6815304156119752,0.6232680102497822,0.6674953497999402
0.6781855882706785,0.6383730748908591,0.6522770141720803
0.5935742225775988,0.6358911457784975,0.5899720108240216
0.7942208844032284,0.5710733695802267,0.7305057678458654
0.9026694958909682,0.6833809942926149,0.8722289465973043
0.9051745220766726,0.005469783969545137,0.8487132275446151
0.9414981111164962,0.7904253680133932,0.9061013738133114
0.8437649126003344,0.7663763439903796,0.844424682181762
0.7723715399945963,0.30850665517913123,0.7429423429319137
0.8276621571747785,0.5461563903514746,0.7929508011970605
0.8680117794389277,0.6719687947009169,0.844090384568779
0.9227687172598522,0.7257219853905146,0.9084885356057162
0.4566777982970152,0.7300889597978749,0.4539570501991049
0.7006150548051193,0.5851126421071325,0.6759969605184681
0.4947059892616818,0.7646699548108699,0.49186106301622906
